"x","y","Y","M","X","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","N11","N12","N13","N14","N15","N16","N17","N18","N19","N20"
"2259","A2","B1",-1.17119504583135,-1.05245376811744,-1.35968332046014,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1
"2260","A2","B1",-0.0297867137587962,0.643008283305474,-0.680531267190376,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
"2261","A2","B1",0.682507449172977,-1.42173377651673,1.02821756072645,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
"2262","A2","B1",0.257047735874522,-1.56110606591098,-0.299460480251508,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"2263","A2","B1",-1.63277292857817,-0.262031233019269,-0.989328598994664,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2264","A2","B1",-1.28261711751067,-2.2304750244664,-0.597873056150217,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2265","A2","B1",0.963468758077586,-0.0288960395790407,0.0814472974181074,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
"2266","A2","B1",0.761254422326404,-0.789834467951569,-0.140293585360687,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2267","A2","B1",-1.88626164312424,0.202755776523003,-2.22814397929294,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0
"2268","A2","B1",-0.802990714083418,-0.0304342943199947,0.474215536847533,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"2269","A2","B1",0.519418149286133,0.499173639882986,-0.0347533768622635,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1
"2270","A2","B1",-1.19820342319574,0.783401616463503,-0.270437314660302,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1
"2271","A2","B1",0.807212857032635,0.607893140195259,-0.385842974764117,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"2272","A2","B1",-2.79029751416863,-1.04731467274841,-0.605746384899621,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2273","A2","B1",1.67009194937731,0.0495250032124788,0.710546176376252,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0
"2274","A2","B1",0.168715873125177,0.190955799062613,-1.14485970777464,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0
"2275","A2","B1",0.00889315546848109,1.28129907266729,-0.550080322601588,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1
"2276","A2","B1",0.67549612318431,0.472094026894481,-0.185368104152639,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"2277","A2","B1",-0.83479596944589,0.212300709306676,-1.02529772149529,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1
"2278","A2","B1",0.39593879208007,0.429651394213226,1.01855533912896,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
"2279","A2","B1",0.83956650467209,-0.691154340039939,1.10548006446254,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
"2280","A2","B1",-0.746846944013516,-0.413092697685622,-0.224360001940321,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
"2281","A2","B1",0.00221953901626196,-1.46333012825068,1.52129990084856,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"2282","A2","B1",1.30556998692457,0.492185475573478,0.522481230381763,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2283","A2","B1",-1.58066191163029,-0.376139828517434,-0.585524730721817,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"2284","A2","B1",0.307087930481791,-0.574362972705619,-0.646401833887475,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"2285","A2","B1",-2.4550322013418,-0.936652557325363,-0.153908817310677,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"2286","A2","B1",-1.96686373357103,-1.46936000077014,-1.46006401925407,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
"2287","A2","B1",0.346120625916388,-0.32024450614673,-0.409454111993427,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"2288","A2","B1",0.334883977099486,-2.31871020276155,0.697726917149864,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
"2289","A2","B1",0.426626418455703,1.05225479620136,-0.583774784981977,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2290","A2","B1",-0.299310670111717,2.03439170022601,-0.726331770829473,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"2291","A2","B1",-0.693076545463232,0.132931599537806,-0.794682737795856,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2292","A2","B1",0.735140355624644,0.136893144298094,0.365925992981139,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"2293","A2","B1",1.20921751460688,0.438229220074001,1.08536025793822,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2294","A2","B1",0.927686561549119,-1.13266714116704,1.48236280885032,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2295","A2","B1",-1.11544078035798,0.0814157684289399,0.522145524255618,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"2296","A2","B1",-0.453086845959638,-1.0392330451179,-0.927027520348965,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
"2297","A2","B1",0.963427255149575,2.14191330549057,1.11898115478014,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2298","A2","B1",-0.321522422006444,-1.27144827555899,-0.544771673790217,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1
"2299","A2","B1",-0.26359678333933,0.358967625933037,0.653548057968859,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"2300","A2","B1",-1.77177359705957,-1.13754928084164,-0.963176558414671,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2301","A2","B1",0.994263295859776,0.164235858087213,0.856266404473446,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
"2302","A2","B1",0.962175330206176,0.910596188855289,0.167198824766305,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"2303","A2","B1",-3.12293271174505,-0.138661345638007,-1.43867250690239,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
"2304","A2","B1",-0.775697481932045,-1.90949398908787,-1.01143125039798,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"2305","A2","B1",-0.685424809009673,0.554021188878265,1.12722119893976,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"2306","A2","B1",-1.52811277135312,-0.57999851333345,0.261317466109191,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
"2307","A2","B1",0.505237461264404,1.59579194411312,1.00192202696005,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2308","A2","B1",0.782217066036213,1.03958049727373,0.404406067805304,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1
"2309","A2","B1",0.323277573941847,0.984214025479065,-0.390573041793306,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
"2310","A2","B1",0.891567763442362,0.0063978634257411,0.306510239557449,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"2311","A2","B1",-0.025889544841283,-1.19127994688591,-1.173915477798,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2312","A2","B1",-0.692092450030565,0.580854713369691,0.182073847510865,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"2313","A2","B1",0.402020270367873,0.16888411135402,-1.11037092214132,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"2314","A2","B1",0.864510721598343,1.44153728795975,-0.50320235863405,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"2315","A2","B1",3.27723085914001,1.06213241783413,1.53759026519336,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1
"2316","A2","B1",-1.38409400395742,-0.602476936107075,-0.65378511266084,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"2317","A2","B1",1.44755293611727,0.127178975040865,1.7338852377356,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
"2318","A2","B1",-0.390305641835622,1.46389075169697,-0.108608215321788,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
"2319","A2","B1",-0.74114040523193,-1.04418507604759,-0.233989614459902,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
"2320","A2","B1",1.43097630372562,0.081641807151657,1.30835343481055,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"2321","A2","B1",-0.772097090463331,0.106388582787208,-1.46766658958655,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1
"2322","A2","B1",0.572721324350299,0.249710821226332,-0.22548893645594,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
"2323","A2","B1",0.0257025500931504,0.983896550314682,-0.842017874375582,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"2324","A2","B1",-0.575721763906785,-0.220771226202979,0.00351668516391417,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2325","A2","B1",0.473536136924002,-1.15636656375792,0.493571533494783,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"2326","A2","B1",1.54344959969993,1.27515387437901,-0.544677101012985,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1
"2327","A2","B1",2.81717419672473,1.32341559208927,2.05429072918854,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0
"2328","A2","B1",0.0263744273355502,0.733495354198537,1.52870668373901,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1
"2329","A2","B1",2.94044836893849,1.5763268914931,2.17585348753374,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"2330","A2","B1",0.587106700711821,-0.469898617404977,-0.407332864362272,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0
"2331","A2","B1",-2.54595356076622,-3.07226122561916,-1.33320647743575,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1
"2332","A2","B1",2.47377197056593,1.46518478857171,0.765227394793584,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2333","A2","B1",-1.48102811546602,-1.14994563258603,-1.87857476298309,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1
"2334","A2","B1",-1.01348089083199,-0.783227353515728,-0.421536043999338,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
"2335","A2","B1",0.126493372521554,-0.769165169861088,0.354549746954626,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2336","A2","B1",1.68993418621192,0.0274321669446312,0.863301120923597,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2337","A2","B1",3.47376677820232,0.826706339653296,1.52240571343065,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"2338","A2","B1",0.818936778827896,-0.0472473564683747,-0.718153284946294,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"2339","A2","B1",-0.301779222672587,0.473935245246427,0.327496410653751,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1
"2340","A2","B1",0.4896144876736,-0.271085825679845,-1.34043477728081,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
"2341","A2","B1",1.21037022979193,-0.127932208204625,-0.0686727846235062,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1
"2342","A2","B1",0.607033247586684,0.199649214462992,-0.12998826147844,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
"2343","A2","B1",-0.84458472312657,-0.00999527271095673,-2.18517593916207,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
"2344","A2","B1",-0.812143289549864,1.10161006029555,1.50785178686307,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
"2345","A2","B1",-1.59704994154428,-2.29032916019952,-0.483651124334388,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"2346","A2","B1",0.399348551506109,0.278896158823245,1.46330056517731,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"2347","A2","B1",-0.870347971564568,-0.150969930397167,0.597802969017055,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1
"2348","A2","B1",0.823027448348485,-0.15769744141319,0.705952076866495,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"2349","A2","B1",-0.92207510229384,-0.827368926739606,-0.356826802185183,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"2350","A2","B1",-0.587724118951877,1.165046578695,0.685970990041243,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"2351","A2","B1",-1.99941439126381,-0.853544587811579,-0.220525700401372,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"2352","A2","B1",3.2456544919118,0.904859510562755,1.74801778918371,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
"2353","A2","B1",-0.216836298826229,0.700569747764846,0.939859973654808,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
"2354","A2","B1",0.565532544910408,0.897178348220669,0.109805256555056,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1
"2355","A2","B1",0.307214688840248,-0.338461367036739,0.0872667960984399,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
"2356","A2","B1",-1.42505138567332,-0.338881150907254,-0.0130950180322654,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"2357","A2","B1",3.06875253780033,1.34449537158806,1.46512184165802,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"2358","A2","B1",-0.392799095900738,-0.608732961831021,0.218972116701908,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1
"2359","A2","B1",1.11528790940219,1.12425171888659,0.764464920134121,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1
"2360","A2","B1",0.568567530591695,0.630782990654688,-0.00934049966238585,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"2361","A2","B1",-2.33218709692698,-1.11863862011198,0.589465884702882,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
"2362","A2","B1",0.719929915343918,-0.608871293136306,0.738542269063302,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1
"2363","A2","B1",-0.17794948570802,-0.113766390354629,-0.153802465501445,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1
"2364","A2","B1",1.07789227464487,1.54995507846744,-0.612780908294094,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0
"2365","A2","B1",0.539931445931861,-1.5228335180829,-0.359970052009671,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2366","A2","B1",0.155987473513718,-0.378546650451469,0.130818882970295,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2367","A2","B1",1.89695538670352,1.45495726436555,0.972869496848733,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"2368","A2","B1",1.09605701478988,1.51193343181799,-0.120710979091254,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"2369","A2","B1",0.642346843471383,0.0386543812324775,0.0236139679667489,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
"2370","A2","B1",0.393215023712747,0.748718957870101,1.77402582079406,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
"2371","A2","B1",-0.493460422080522,-0.410993544702525,-0.8956614718798,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1
"2372","A2","B1",0.369239957761559,1.83791436961627,0.70399564915916,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
"2373","A2","B1",0.159198950002028,1.5977160994981,-1.88433152008718,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1
"2374","A2","B1",-0.3278692207225,0.629224985809815,1.0743443056162,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
"2375","A2","B1",1.14890203900867,-0.258350680606822,0.0740001333072699,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2376","A2","B1",0.655111434887333,0.597225219058345,0.152024606511567,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"2377","A2","B1",1.37738825373238,1.57172465812936,0.250569335042189,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
"2378","A2","B1",-1.38101112873136,-0.553404087801301,-0.00147423757233925,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
"2379","A2","B1",-1.61862250248831,-1.34663795124632,-1.76477152758583,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2380","A2","B1",-0.508605129948373,0.674684137844708,-0.00144842993920601,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"2381","A2","B1",0.333584124322957,0.329554447584883,-0.0265816455922538,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"2382","A2","B1",1.34125168193818,0.304650604174671,0.233163619570263,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1
"2383","A2","B1",-0.704657717899578,0.85160852526935,0.0885804842971743,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"2384","A2","B1",-0.661443480110111,0.343598990367512,-0.81354061473611,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0
"2385","A2","B1",-2.33892150336878,0.0942699845191079,-0.926516907347335,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1
"2386","A2","B1",-0.475680326646615,-0.570133031952354,-0.104091222330133,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0
"2387","A2","B1",-1.04350488298608,0.886653649378689,-0.0698061878502642,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
"2388","A2","B1",-2.51539390686957,-1.38972784286005,-1.29521537938921,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
"2389","A2","B1",-1.34354475692852,0.381944410510521,-1.56859364467852,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1
"2390","A2","B1",-2.72642340283651,-0.64150207903732,-0.651599875973427,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"2391","A2","B1",-0.941586105953692,0.381768021934674,-1.88067265155411,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2392","A2","B1",-0.555199990738329,-0.278903359676022,0.622392436715675,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
"2393","A2","B1",-0.531047539912475,0.212917512973893,0.178464425157169,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"2394","A2","B1",0.25238710040505,0.875504010409942,0.303800756492712,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1
"2395","A2","B1",-2.80896215268875,-1.47942097977148,-0.765564852428246,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
"2396","A2","B1",-1.36689621168549,-0.643036798966935,1.50209451915491,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0
"2397","A2","B1",0.356303242764769,-0.499249857875732,-2.80575137071788,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
"2398","A2","B1",-0.531741582212673,0.173737847894859,-1.30221074650238,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
"2399","A2","B1",0.403110752086096,0.108090448065105,0.498716004019202,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1
"2400","A2","B1",-0.00958184628307124,1.09662530177527,0.532896551596421,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
"2401","A2","B1",-1.78384782447014,0.155057868298125,-0.218589803991342,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1
"2402","A2","B1",-0.248618412674078,-0.712222165666176,0.83056660593819,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
"2403","A2","B1",-1.20075169768457,-0.268323317370592,0.470653326841461,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
"2404","A2","B1",-0.346515551221199,1.76647453420435,-0.0435721967037527,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
"2405","A2","B1",0.839601183586954,1.49664783728163,0.86956917634288,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"2406","A2","B1",-1.05005862241087,-0.926276329941338,-0.965016122153397,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0
"2407","A2","B1",1.54165374437028,2.62753851533894,0.259879089027308,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0
"2408","A2","B1",-3.36988604176282,0.877502412481012,-1.63468561391004,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1
"2409","A2","B1",0.359228867031011,2.51915355093661,0.835618578235238,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1
"2410","A2","B1",1.5884212265923,0.553630576911425,0.090739002299105,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"2411","A2","B1",1.88928202916385,-0.221872550318102,-0.226472776100227,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
"2412","A2","B1",-1.54193393380658,-0.513612545868423,0.19191037756453,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1
"2413","A2","B1",0.597840141541636,-0.816450823364253,-0.135992307888449,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2414","A2","B1",-1.14175049093979,-0.240313014752736,-0.052882411727687,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1
"2415","A2","B1",-2.09387128944895,-0.151241249879583,-1.54634743776899,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2416","A2","B1",-0.618300166581093,-0.2412196752781,-0.314742182900489,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2417","A2","B1",1.80986868744106,1.79077945413802,0.330030999895459,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0
"2418","A2","B1",-2.20935894689702,-0.937783027952997,-1.11614300472482,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0
"2419","A2","B1",-1.90494164298603,-0.83353364002788,-1.48355812757424,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1
"2420","A2","B1",-0.305989088664904,0.417121796139808,-0.323005316504368,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"2421","A2","B1",-0.675078778126331,-1.0795849607799,1.57180203912784,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"2422","A2","B1",2.96228519829586,0.812864258890121,-0.0615191346071482,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"2423","A2","B1",-0.0773603775883914,-0.997922672852266,0.231384192223726,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
"2424","A2","B1",-1.74112449501748,0.215851876485506,-0.0201744194598551,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
"2425","A2","B1",-2.77749238434912,-0.86702596876219,-0.0020752779554307,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
"2426","A2","B1",0.64990607593382,-0.228237398294607,0.0594581764008723,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0
"2427","A2","B1",0.352864585459215,0.287622784475105,0.515525305231235,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
"2428","A2","B1",-0.595509397107473,-1.27961518587259,0.694376077216961,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2429","A2","B1",1.30301704900318,1.11866864646691,1.234035783504,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2430","A2","B1",0.456449547418064,-1.7410243587306,0.380158361757995,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1
"2431","A2","B1",-0.136146516361002,-1.53247783589711,-0.816071188881004,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1
"2432","A2","B1",2.46217859828292,1.36799386769268,0.936238359324736,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"2433","A2","B1",-0.258764284437016,1.0002575498557,0.162981273499493,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
"2434","A2","B1",1.885972012597,0.0866787272702319,0.899908595218186,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1
"2435","A2","B1",-1.13383959055234,-1.28924065196417,0.308401305170484,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"2436","A2","B1",-1.83475494539499,-0.29817352789837,0.34768922459829,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1
"2437","A2","B1",0.705568673579315,0.88622902720526,-1.268121069429,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0
"2438","A2","B1",2.16513625444483,1.21574150355599,1.17413715401103,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1
"2439","A2","B1",0.189500131988506,-0.227385447435901,-0.126545409065362,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"2440","A2","B1",-3.35353354946466,-2.10720197665157,-1.26849954295668,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1
"2441","A2","B1",0.111531598793365,-0.734078545669882,-0.79329016940029,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0
"2442","A2","B1",0.514142279921208,-0.394170074051518,0.438665819439079,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
